;;;;Catégories;;;;;;Groupes réels;;;Accès tâches utilisateur;;;;;;;;;;;;;;Région Morges;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Secrétariats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; Central;;;Régional;;;Paroissial;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Superstructures groupes A;;Superstructures groupes B;;Superstructures groupes C;;Groupes;;Sous-Groupes A;Consultation;Composition;Définition;Consultation;Composition;Définition;Consultation;Composition;Définition;Abacus;A décider…;Focntions;Bénévoles;Code FM pro;;;;;;;;;;;;;;;;;;
40520;4.1.4 - 2;0401040200;;;;;;;2;Recherche de fonds;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;
41000;4.2;0402000000;;;2;Personnel, employés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41100;4.2.1;0402010000;;;;;1;Administratif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41110;4.2.1 - 1;0402010100;;;;;;;1;Caissier;;;;;;;;;;;;;;;;CAI;;;;;;;;;;;;;;;;;;
41120;4.2.1 - 2;0402010200;;;;;;;2;Secrétaire ;;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41200;4.2.2;0402020000;;;;;2;Ministères laïcs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41210;4.2.2 - 1;0402020100;;;;;;;1;Chantre;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
41220;4.2.2 - 2;0402020200;;;;;;;2;Animateur de jeunesse;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
41230;4.2.2 - 3;0402020300;;;;;;;3;Catégories libres n1, n2, n3;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42000;4.3;0403000000;;;3;Secteurs d'activités;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42100;4.3.1;0403010000;;;;;1;Staff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42110;4.3.1 - 1;0403010100;;;;;;;1;Ministres;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42120;4.3.1 - 2;0403010200;;;;;;;2;Secrétaire paroissiale;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42130;4.3.1 - 3;0403010300;;;;;;;3;Animateurs paroissiaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42200;4.3.2;0403020000;;;;;2;Information-Communication;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42210;4.3.2 - 1;0403020100;;;;;;;1;Relations publiques;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42220;4.3.2 - 2;0403020200;;;;;;;2;Bonne Nouvelle;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42230;4.3.2 - 3;0403020300;;;;;;;3;Site web;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42240;4.3.2 - 4;0403020400;;;;;;;4;Affichage;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42250;4.3.2 - 5;0403020500;;;;;;;5;Envois en nombre;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42300;4.3.3;0403030000;;;;;3;Culte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42310;4.3.3 - 1;0403030100;;;;;;;1;Lecteurs;;;;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42320;4.3.3 - 2;0403030200;;;;;;;2;Organistes;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42330;4.3.3 - 3;0403030300;;;;;;;3;Groupe d'animation liturgique;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42340;4.3.3 - 4;0403030400;;;;;;;4;Sacristains;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42350;4.3.3 - 5;0403030500;;;;;;;5;Fleurs, décoration;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42360;4.3.3 - 6;0403030600;;;;;;;6;Responsable tabelle;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42400;4.3.4;0403040000;;;;;4;Eveil à la foi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42410;4.3.4 - 1;0403040100;;;;;;;1;Monitrices, bénévoles, Jacks;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42420;4.3.4 - 2;0403040200;;;;;;;2;Enfants;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42430;4.3.4 - 2.1;0403040201;;;;;;;;;1;Groupes libres n1, n2, n3;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42500;4.3.5;0403050000;;;;;5;Culte de l'enfance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42510;4.3.5 - 1;0403050100;;;;;;;1;Monitrices, bénévoles, Jacks;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42520;4.3.5 - 2;0403050200;;;;;;;2;Enfants;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42530;4.3.5 - 2.1;0403050201;;;;;;;;;1;Groupes libres n1, n2, n3;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42600;4.3.6;0403060000;;;;;6;Adultes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42610;4.3.6 - 1;0403060100;;;;;;;1;Groupes libres n1, n2, n3;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42700;4.3.7;0403070000;;;;;7;Aînés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42710;4.3.7 - 1;0403070100;;;;;;;1;Responsables aînés;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42720;4.3.7 - 2;0403070200;;;;;;;2;Groupes libres n1, n2, n3;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42800;4.3.8;0403080000;;;;;8;Vie communautaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42810;4.3.8 - 1;0403080100;;;;;;;1;Visiteurs;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42820;4.3.8 - 2;0403080200;;;;;;;2;Ventes;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42900;4.3.9;0403090000;;;;;9;Terre Nouvelle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42910;4.3.9 - 1;0403090100;;;;;;;1;Groupe TN;;;O;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
42920;4.3.9 - 2;0403090200;;;;;;;2;Commission de solidarité;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
43000;4.3.10;0403100000;;;;;10;Œcuménisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43010;4.3.10 - 1;0403100100;;;;;;;1;Curé, prêtres;;;;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
43020;4.3.10 - 2;0403100200;;;;;;;2;Secrétariats paroisses catholiques;;;;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
43030;4.3.10 - 3;0403100300;;;;;;;3;Pasteurs évangéliques;;;;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
43040;4.3.10 - 4;0403100400;;;;;;;4;Communautés évangéliques;;;;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
43050;4.3.10 - 5;0403100500;;;;;;;5;Plateforme œcuménique;;;;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
43060;4.3.10 - 6;0403100600;;;;;;;6;Groupes libres n1, n2, n3;;;;;;O;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
;4.3.11;0403110000;;;;;11;Archives;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4.3.11 - 1;0403110100;;;;;;;1;Archives 1, Archives 2, Archives 3…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43070;4.3.12;0403120000;;;;;12;Catégories libres n2, n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43080;4.3.12 - 1;0403120100;;;;;;;1;Groupes libres n1, n2, n3;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
44000;4.4;0404000000;;;4;Partenaires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44100;4.4.1;0404010000;;;;;1;Autorités Civiles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44110;4.4.1 - 1;0404010100;;;;;;;1;Municipalités;;;;;;;;;O;O;;;;16;;;;;;;;;;;;;;;;;;;;
44120;4.4.1 - 2;0404010200;;;;;;;2;Adminsitration communale;;;;;;;;;O;O;;;;11;;;;;;;;;;;;;;;;;;;;
44200;4.4.2;0404020000;;;;;2;Sociétés et fondations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44210;4.4.2 - 1;0404020100;;;;;;;1;Sociétés locales;;;;;;O;;;O;O;;;;6;;;;;;;;;;;;;;;;;;;;
44220;4.4.2 - 2;0404020200;;;;;;;2;Fondations partenaires;;;O;;;O;;;O;O;;;;6;;;;;;;;;;;;;;;;;;;;
44230;4.4.2 - 3;0404020300;;;;;;;3;Autres fondations;;;;;;O;;;O;O;;;;6;;;;;;;;;;;;;;;;;;;;
44240;4.4.2 - 4;0404020400;;;;;;;4;Partenaires libres n1, n2, n3;;;;;;;;;O;O;;;;6;;;;;;;;;;;;;;;;;;;;
45000;4.5;0405000000;;;5;Envois en nombre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45100;4.5.1;0405010000;;;;;1;Catégories libres n1, n2, n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45110;4.5.1 - 1;0405010100;;;;;;;1;Groupes libres n1, n2, n3;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
45200;4.6;0406000000;;;6;VIP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45210;4.6.1;0406010000;;;;;1;Invitations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45220;4.6.1 - 1;0406010100;;;;;;;1;VIP libres n1, n2, n3;;;;;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;
50000;5;0500000000;5;Missions communes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50100;5.1;0501000000;;;1;Autorités Organes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50200;5.1.1;0501010000;;;;;1;Commissions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50210;5.1.1 - 1;0501010100;;;;;;;1;CoCoMiCo;;;;;;;;;O;;;;?;2;;;;;;;;;;;;;;;;;;;;
50300;5.1.2;0501020000;;;;;2;Conseils;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50310;5.1.2 - 1;0501020100;;;;;;;1;CADEMS;;;O;O;;O;;;O;;;;?;2;;CADEMS;;;;;;;;;;;;;;;;;;
50320;5.1.2 - 2;0501020200;;;;;;;2;CAHOSP;;;O;O;;O;;;O;;;;?;2;;CAHOSP;;;;;;;;;;;;;;;;;;
50330;5.1.2 - 3;0501020300;;;;;;;3;CAOMI;;;O;O;;O;;;O;;;;?;2;;CAOMI;;;;;;;;;;;;;;;;;;
50340;5.1.2 - 4;0501020400;;;;;;;4;CAP;;;O;O;;O;;;O;;;;?;2;;CAP;;;;;;;;;;;;;;;;;;
50350;5.1.2 - 5;0501020500;;;;;;;5;COPAR;;;O;O;;O;;;O;;;;?;2;;COPAR;;;;;;;;;;;;;;;;;;
50360;5.1.2 - 6;0501020600;;;;;;;6;COMET;;;O;O;;O;;;O;;;;?;2;;COMET;;;;;;;;;;;;;;;;;;
50370;5.1.2 - 7;0501020700;;;;;;;7;CAOER;;;O;O;;O;;;O;;;;?;2;;CAOER;;;;;;;;;;;;;;;;;;
50380;5.1.2 - 8;0501020800;;;;;;;8;CADES;;;O;O;;O;;;O;;;;?;2;;CADES;;;;;;;;;;;;;;;;;;
50390;5.1.2 - 9;0501020900;;;;;;;9;CAGEP;;;O;O;;O;;;O;;;;?;2;;CAGEP;;;;;;;;;;;;;;;;;;
50400;5.1.2 - 10;0501021000;;;;;;;10;CAHES;;;O;O;;O;;;O;;;;?;2;;CAHES;;;;;;;;;;;;;;;;;;
50410;5.1.2 - 11;0501021100;;;;;;;11;CAOE;;;O;O;;O;;;O;;;;?;2;;CAOE;;;;;;;;;;;;;;;;;;
50420;5.1.2 - 12;0501021200;;;;;;;12;COI;;;O;O;;O;;;O;;;;??;2;;;;;;;;;;;;;;;;;;;;
50500;5.1.3;0501030000;;;;;3;Equipe, Conseils informels;;;;;O;O;;O;;;O;;;;?;;;;;;;;;;;;;;;;;;;;;
50510;5.1.3 - 1;0501030100;;;;;;;1;ASPUR;;;O;O;;O;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
50520;5.1.3 - 2;0501030200;;;;;;;2;Conseil Sourds et Malentendants;;;;;;;;;;;;;;2;;SOURDS;;;;;;;;;;;;;;;;;;
50600;5.1.4;0501040000;;;;;4;Plateforme, groupe de contacts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50610;5.1.4 - 1;0501040100;;;;;;;1;GSI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50620;5.1.4 - 2;0501040200;;;;;;;2;Libres n1, n2, n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51000;5.2;0502000000;;;2;Aumôneries, Activités;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51100;5.2.1;0502010000;;;;;1;EMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51110;5.2.1 - 1;0502010100;;;;;;;1;Staff;;;;;;;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51120;5.2.1 - 2;0502010200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
51200;5.2.2;0502020000;;;;;2;Hôpitaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51210;5.2.2 - 1;0502020100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51220;5.2.2 - 2;0502020200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
51300;5.2.3;0502030000;;;;;3;Mineurs placés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51310;5.2.3 - 1;0502030100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51320;5.2.3 - 2;0502030200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
51400;5.2.4;0502040000;;;;;4;Prisons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51410;5.2.4 - 1;0502040100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51420;5.2.4 - 2;0502040200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
51500;5.2.5;0502050000;;;;;5;Rue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51520;5.2.5 - 1;0502050100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51530;5.2.5 - 2;0502050200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
51600;5.2.6;0502060000;;;;;6;Monde du Travail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51610;5.2.6 - 1;0502060100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51620;5.2.6 - 2;0502060200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
51700;5.2.7;0502070000;;;;;7;Réfugiés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51710;5.2.7 - 1;0502070100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51720;5.2.7 - 2;0502070200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
51800;5.2.8;0502080000;;;;;8;Education spécialisée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51810;5.2.8 - 1;0502080100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51820;5.2.8 - 2;0502080200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
51900;5.2.9;0502090000;;;;;9;Gymnases, Ec. Professionnelles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51910;5.2.9 - 1;0502090100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
51920;5.2.9 - 2;0502090200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
52000;5.2.10;0502100000;;;;;10;Hautes Ecoles Spécialisées;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52010;5.2.10 - 1;0502100100;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
52020;5.2.10 - 2;0502100200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
52100;5.2.11;0502110000;;;;;11;UNIL / EPFL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52110;5.2.11;0502110000;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
52120;5.2.11 - 1;0502110100;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
52200;5.2.11 - 1;0502110100;;;;;11;Dialogues œcuménique et interreligieux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52210;5.2.11 - 2;0502110200;;;;;;;1;Staff;;;O;O;;O;;;O;;;;;10;;;;;;;;;;;;;;;;;;;;
52220;5.2.11 - 2;0502110200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
52300;5.2.12;0502120000;;;;;12;ASPUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52310;5.2.12 - 1;0502120100;;;;;;;1;Staff;;;O;O;;O;;;O;;;?;;10;;;;;;;;;;;;;;;;;;;;
52320;5.2.12 - 2;0502120200;;;;;;;2;Activités libres n1, n2, n3;;;O;O;;O;;;O;;;?;;;;;;;;;;;;;;;;;;;;;;
52400;5.2.13;0502130000;;;;;13;Sourds et malentendants;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52410;5.2.13 - 1;0502130100;;;;;;;1;Staff;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;
52420;5.2.13 - 2;0502130200;;;;;;;2;Activités libres n1, n2, n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52500;5.2.14;0502140000;;;;;14;Visites Classes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52510;5.2.14 - 1;0502140100;;;;;;;1;Ministres accrédités;;;O;O;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52520;5.2.14 - 2;0502140200;;;;;;;2;Formations n1, n2, n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60000;6;0600000000;6;Relations extérieures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61000;6.1;0601000000;;;1;Partenaires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61100;6.1.1;0601010000;;;;;1;Institutions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61110;6.1.1 - 1;0601010100;;;;;;;1;EMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61120;6.1.1 - 1.1;0601010101;;;;;;;;;1;n1, n2, n3;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
61200;6.1.1 - 2;0601010200;;;;;;;2;CMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61210;6.1.1 - 2.1;0601010201;;;;;;;;;1;n1, n2, n3;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
61300;6.1.1 - 3;0601010300;;;;;;;3;Hôpitaux et cliniques;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61310;6.1.1 - 3.1;0601010301;;;;;;;;;1;n1, n2, n3;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
61400;6.1.1 - 4;0601010400;;;;;;;4;Prisons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61410;6.1.1 - 4.1;0601010401;;;;;;;;;1;n1, n2, n3;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
61500;6.1.1 - 5;0601010500;;;;;;;5;Hautes Ecoles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61510;6.1.1 - 5.1;0601010501;;;;;;;;;1;n1, n2, n3;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
61600;6.1.1 - 6;0601010600;;;;;;;6;Gymnases;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61610;6.1.1 - 6.1;0601010601;;;;;;;;;1;n1, n2, n3;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
61700;6.1.1 - 7;0601010700;;;;;;;7;Ecoles professionnelles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61710;6.1.1 - 7.1;0601010701;;;;;;;;;1;n1, n2, n3;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
61800;6.1.1 - 8;0601010800;;;;;;;8;Education spécialisée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61810;6.1.1 - 8.1;0601010801;;;;;;;;;1;n1, n2, n3;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
62000;6.1.2;0601020000;;;;;2;Autorités politiques;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62100;6.1.2 - 1;0601020100;;;;;;;1;Conseil d'Etat;;;O;O;;O;;;O;;;;;17;;CET;;;;;;;;;;;;;;;;;;
62200;6.1.2 - 2;0601020200;;;;;;;2;Grand Conseil;;;O;O;;O;;;O;;;;;7;;;;;;;;;;;;;;;;;;;;
62300;6.1.2 - 3;0601020300;;;;;;;3;Députés Conseil national / aux Etats;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
62400;6.1.2 - 4;0601020400;;;;;;;4;Préfets;;;O;O;;O;;;;;;;;17;;;;;;;;;;;;;;;;;;;;
62500;6.1.2 - 5;0601020500;;;;;;;5;SECRI;;;O;O;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
62600;6.1.2 - 6;0601020600;;;;;;;6;SIPAL;;;O;O;;;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
63000;6.1.3;0601030000;;;;;3;Partenaires non commerciaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63100;6.1.3 - 1;0601030100;;;;;;;1;Pompes funèbres;;;O;O;;O;;;O;;;;;11;;;;;;;;;;;;;;;;;;;;
63200;6.1.3 - 2;0601030200;;;;;;;2;Groupes libres n1, n2, n3;;;O;O;;O;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
64000;6.1.4;0601040000;;;;;4;Partenaires commerciaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64100;6.1.4 - 1;0601040100;;;;;;;1;Réguliers;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64110;6.1.4 - 1;0601040100;;;;;;;;;1;Swisscom;O;O;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
64120;6.1.4 - 1.1;0601040101;;;;;;;;;2;Prodata;O;O;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
64130;6.1.4 - 1.1;0601040101;;;;;;;;;3;n1, n2, n3;O;O;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
64200;6.1.4 - 1.2;0601040102;;;;;;;1;Occasionnels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64210;6.1.4 - 1.3;0601040103;;;;;;;;;1;n1, n2, n3;O;O;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
64220;6.1.5;0601050000;;;;;5;Catégories libres n1, n2, n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64300;6.1.5 - 1;0601050100;;;;;;;1;Groupes libres n1, n2, n3;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70000;6.2;0602000000;;;2;CER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70100;6.2.1;0602010000;;;;;1;Eglises membres CER;;;;;;;;;;;;;;;;;;EGR;;;;;;;;;;;;;;;;;;
70110;6.2.1 - 1;0602010100;;;;;;;1;Berne-Jura-Soleure (BEJUSO);;;O;O;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;
70120;6.2.1 - 2;0602010200;;;;;;;2;CERFSA;;;O;O;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;
70130;6.2.1 - 3;0602010300;;;;;;;3;Fribourg;;;O;O;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;
70140;6.2.1 - 4;0602010400;;;;;;;4;Genève;;;O;O;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;
70150;6.2.1 - 5;0602010500;;;;;;;5;Neuchâtel;;;O;O;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;
70160;6.2.1 - 6;0602010600;;;;;;;6;Valais;;;O;O;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;
70170;6.2.1 - 7;0602010700;;;;;;;7;Vaud;;;O;O;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;
70200;6.2.2;0602020000;;;;;2;Organes CER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70210;6.2.2 - 1;0602020100;;;;;;;1;BCER;;;O;O;;;;;;;;;;;;BCER;;;;;;;;;;;;;;;;;;
70220;6.2.2 - 2;0602020200;;;;;;;2;PTNER;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70230;6.2.2 - 3;0602020300;;;;;;;3;Département protestant de la Formation;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
70240;6.2.2 - 4;0602020400;;;;;;;4;Médias-Pro;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
70250;6.2.2 - 5;0602020500;;;;;;;5;Dép. prot. Editions Chrétiennes;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
